address,group,roi,total_spent,total_sold,leftover_value,trade_count,yes_shares_bought,yes_shares_sold,yes_spent,yes_sold,yes_leftover_value,no_shares_bought,no_shares_sold,no_spent,no_sold,no_leftover_value
0x59e4aab7baa80484a36d97463b46934bc5dc87dd,A,-0.0010718113612004287,7.464,7.456,0.0,2,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.464,7.456,0.0
0x5ad335518846650f90b13d8351544c309a4e5a54,B,0.001001001001001001,1558.05039,0.0,1559.61,2,1559.61,0.0,1558.05039,0.0,1559.61,0.0,0.0,0.0,0.0,0.0
0x5afcd180dd51bf8a15c9e5a2f4c1df5b3b0dba0b,B,0.24899248672876348,20.187079,25.21351,0.0,5,0.0,0.0,0.0,0.0,0.0,74.658259,74.65,20.187079,25.21351,0.0
0x5b0721f4e910b35d4e81928fc34a514baf135de1,A,3.6640802213600736,2.9999990000000003,13.98951,0.002726,2,27.272726,27.27,2.9999990000000003,13.98951,0.002726,0.0,0.0,0.0,0.0,0.0
0x5b736db0d74083948a2675fcd03498ddddb84766,A,0.4774405644140905,3675.617379,5430.49955,0.006665,64,10035.136665,10035.13,3675.617379,5430.49955,0.006665,0.0,0.0,0.0,0.0,0.0
0x5cc07a8d74bca06e4656df7813969aae3b9fcc95,B,-1.0,19.999999000000003,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,35.714284,0.0,19.999999000000003,0.0,0.0
0x5cc3b8006a376c5d861f0fb9c21cafc6498423b3,A,3.0,5.0,0.0,20.0,1,20.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
0x5dc384163a971f3fdafbac21cff3b6c90bc0db8a,B,0.12120550550934113,21.999999,24.66652,0.0,13,0.0,0.0,0.0,0.0,0.0,6916.666664,6916.66,21.999999,24.66652,0.0
0x5de1bf1666d0ba84631b43121b7ce27f3635cddf,A,0.4920213536328876,15.569997,0.0,23.230768,2,23.230768,0.0,10.569999,0.0,23.230768,6.578945,0.0,4.999998000000001,0.0,0.0
0x5e090847ff704b55de5b7b0794ae81a17945e03a,B,-0.33884328523090523,6501.409994,4298.44744,0.003433,24,856.343433,856.34,847.779998,844.59124,0.003433,398531.15279,398531.15,5653.629996,3453.8561999999997,0.0
0x5fb891b045ae2af49757d900ce65e137d0add53c,B,5.022602218453578e-08,19.909997999999998,19.90995,4.9e-05,2,20.010049,20.01,19.909997999999998,19.90995,4.9e-05,0.0,0.0,0.0,0.0,0.0
0x5fc814d89c2aa979bd987add20d6eb39eb0439ef,B,0.004041242257930707,221603.029673,121387.644238,101110.936963,127,223331.905986,122220.969023,221603.029673,121387.644238,101110.936963,0.0,0.0,0.0,0.0,0.0
0x605f26d228e6eb85e38d16e79d9e54b9d36e8b0a,A,8.091304565228262,0.019999,0.0,0.181817,1,0.181817,0.0,0.019999,0.0,0.181817,0.0,0.0,0.0,0.0,0.0
0x623d825c533a2b8e104e59892c80bd9796285169,A,-0.022030201774356613,133.039998,130.1091,0.0,2,0.0,0.0,0.0,0.0,0.0,146.1978,146.19,133.039998,130.1091,0.0
0x62c908aa88c9d9142c5043c8026f4fe211908a81,B,5.112599526786306e-06,16.429998,16.42368,0.006402,2,16.646402,16.64,16.429998,16.42368,0.006402,0.0,0.0,0.0,0.0,0.0
0x62d2bcd198bb6eab8b7eeb9d2061815dc02b9eb7,B,0.018132798277228194,35982.087763,0.0,36634.543702,42,36634.543702,0.0,35982.087763,0.0,36634.543702,0.0,0.0,0.0,0.0,0.0
0x64c8ec47e1f5a367f234a74f8176d805e87173ce,B,-0.84072355495804,211009.290094,33608.809597,0.0,125,0.0,0.0,0.0,0.0,0.0,245228.839063,245228.824424,211009.290094,33608.809597,0.0
0x64e3b35f99289a14a013e5aa460790ba6daf3371,B,0.001006147536741533,29.949882,29.97935,0.000666,2,30.130666,30.13,29.949882,29.97935,0.000666,0.0,0.0,0.0,0.0,0.0
0x68874a6a673fffb40082ab71c82eeed331363626,B,0.006036217303822937,0.999964,0.0,1.006,1,1.006,0.0,0.999964,0.0,1.006,0.0,0.0,0.0,0.0,0.0
0x68a75bbb7cec9a442d4fdf153f50182e90828da6,B,-1.0,21.909993,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,343.882313,0.0,21.909993,0.0,0.0
0x68c24bf4a8ad4d79a6fe4b8eec6f93a02dfd1711,A,0.18097422140651712,7447.035973,8792.90751,1.85,26,7166.59,7164.74,4285.16851,6067.87431,1.85,6048.6419,6048.64,3161.867463,2725.0332,0.0
0x68c486c725b909e8801911e7b0ec2bda75851ce7,B,-0.001001001001001001,161.72811,161.56622,0.0,8,161.89,161.89,161.72811,161.56622,0.0,0.0,0.0,0.0,0.0,0.0
0x68ee54dea57c5384ef0a53b59d98acbe7bfa9d12,B,-0.8915563242022997,5.499998,0.59644,0.0,4,0.0,0.0,0.0,0.0,0.0,149.117976,149.11,5.499998,0.59644,0.0
0x6ab9b0f2c87856f2eccdc1b30229077a17783a27,B,-0.001001001001001001,42.47748,42.43496,0.0,2,42.52,42.52,42.47748,42.43496,0.0,0.0,0.0,0.0,0.0,0.0
0x6b58eb9d0e2b3b32ea6ce185bab05c73ae8fc6a8,A,0.1643835616438356,365.0,425.0,0.0,2,0.0,0.0,0.0,0.0,0.0,500.0,500.0,365.0,425.0,0.0
0x6ba7e8bc5482c741cf6f18dc80f27a6b744ca18b,A,9.729223307645674,0.159999,0.0,1.716665,4,1.716665,0.0,0.159999,0.0,1.716665,0.0,0.0,0.0,0.0,0.0
0x6c5dd092089e3db777ed8bf90cebbb313d6e1da6,B,-0.002349811154544167,267.28999,265.51934,1.142569,11,271.512569,270.37,267.28999,265.51934,1.142569,0.0,0.0,0.0,0.0,0.0
0x6d35834f42413dbdc9ca6852b2301337a61bcb4e,B,0.0858815402540191,432.67499499999997,469.83379,0.0,13,0.0,0.0,0.0,0.0,0.0,46839.899782,46839.89,432.67499499999997,469.83379,0.0
0x6d39544dc6af879918ac8381766636d6c816e9f2,A,0.1669596522068653,0.189998,0.22172,0.0,2,0.0,0.0,0.0,0.0,0.0,0.231706,0.23,0.189998,0.22172,0.0
0x6e5f8368da6ccc7aa5fa5d12577b8ae6b9295da7,B,0.00101010101010101,13.86,13.874,0.0,2,14.0,14.0,13.86,13.874,0.0,0.0,0.0,0.0,0.0,0.0
0x6f3d548be152d896cb5732181c2f1333e041457e,B,0.005025125628140704,476.02989,0.0,478.422,1,478.422,0.0,476.02989,0.0,478.422,0.0,0.0,0.0,0.0,0.0
0x6f5b0308144b290c1ef94d26fb48440f5ed46759,A,0.7580645161290323,62.0,9.0,100.0,3,200.0,100.0,62.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0
0x6fd14b6060f4808e4f5fda18a5c068426eb2bb55,B,0.008064516129032258,289.92998,0.0,292.268125,1,292.268125,0.0,289.92998,0.0,292.268125,0.0,0.0,0.0,0.0,0.0
0x6febb855756347d57c5af5635bfc98bc791f94e5,A,-1.0,7.099992,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,7.88888,0.0,7.099992,0.0,0.0
0x706527d838b292ef72fcb021d10003459b46c100,A,-0.6612470039147359,44.999971,0.0,15.243875,2,15.243875,0.0,14.999973,0.0,15.243875,31.446539,0.0,29.999998,0.0,0.0
0x70bc54fdba5ff5da1473443bfa4b0f85da05c111,B,-1.0,99.999999,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,11653.464692,0.0,99.999999,0.0,0.0
0x70e40fe6c5bbcf14b82270bb8e1d38ff020f1f94,B,-0.5241215478254139,181.99499600000001,86.59906000000001,0.008437,11,63.008437,63.0,45.979999,39.501,0.008437,2541.374338,169.66,136.014997,47.098060000000004,0.0
0x716ba49017a0cbd5fa1cc5ba9af80ab18105bc21,A,0.0,370.656,370.656,0.0,8,0.0,0.0,0.0,0.0,0.0,384.0,384.0,370.656,370.656,0.0
0x71ed0bc95433cdf1be29f43219725fce9addd9eb,A,0.004221180522715355,216975.573793,184713.888047,33177.578812,223,219533.249862,186355.67105,216498.469093,184244.183347,33177.578812,684.39,684.39,477.1047,469.7047,0.0
0x724216bea57cdc3d53710d12b7d0648fd3c86063,A,-1.0,99.99999799999999,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,113.636362,0.0,99.99999799999999,0.0,0.0
0x72868b1cc1f873c2c86140c97a2b1c7d3d040171,B,-0.6478751612903226,310.0,109.1587,0.0,4,0.0,0.0,0.0,0.0,0.0,15594.109135,15594.1,310.0,109.1587,0.0
0x73a0ff085512d62a99d8d786a9ebbcfb417e6968,A,0.0,1668.768,1668.768,0.0,36,0.0,0.0,0.0,0.0,0.0,1728.0,1728.0,1668.768,1668.768,0.0
0x743848257bffb0dd616ae0e8cb98e098f06e57e7,A,-0.03199031990319903,0.099999,0.0968,0.0,2,0.0,0.0,0.0,0.0,0.0,0.11111,0.11,0.099999,0.0968,0.0
0x745ae9cbc1784a62ebd7d9fe8b04a6f6f8f064e8,B,0.019381488108155442,2714.32744,2730.23788,36.697265,435,917.697265,881.0,567.23254,560.728,36.697265,36633.452851,36596.749903,2147.0949,2169.50988,0.0
0x747de92f5d32a8b16dcc6f455e5fc223882c8879,B,-0.5,3.5,1.75,0.0,4,0.0,0.0,0.0,0.0,0.0,1750.0,1750.0,3.5,1.75,0.0
0x74b2a4bac75bd0f1b7c78c0dd793876c2b41282b,B,0.0,99.0,99.0,0.0,4,100.0,100.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
0x74ddf7831b202ffe92d6aba03e61c7c540440b04,A,0.0,648.768,648.768,0.0,14,0.0,0.0,0.0,0.0,0.0,672.0,672.0,648.768,648.768,0.0
0x770e06c9e8d0c14065f7c0b8ac0e0ecd50287640,B,-0.329137585469445,11672.019607,7830.319256,0.0,216,0.0,0.0,0.0,0.0,0.0,461636.354988,461636.35303,11672.019607,7830.319256,0.0
0x78fa74a9b2db52686fbfe803c76a47543df3103a,A,-0.4037968698218992,250.999967,149.637,0.009966,5,776.819966,776.81,250.999967,149.637,0.009966,0.0,0.0,0.0,0.0,0.0
0x7b98a925dd99be9599d5805269e25ad1b4d7ef9a,B,-0.10784084057559151,260.393,232.312,0.0,24,213.0,213.0,90.905,77.36,0.0,760.0,760.0,169.488,154.952,0.0
0x7be5e9a946802867f5562272fb9cfa51e6ce8aa3,A,-0.14756065589720999,0.739994,0.6308,0.0,2,0.0,0.0,0.0,0.0,0.0,0.831454,0.83,0.739994,0.6308,0.0
0x7cacfd79844820ea27d92c637a974f02a658f128,A,-0.3487793476002493,48.13,31.34325,0.0,15,0.0,0.0,0.0,0.0,0.0,50.5,32.75,48.13,31.34325,0.0
0x7ce4a6dbada09d8b1b40e17b8b84370737da6159,A,-0.06551688101593464,61.815,57.765074,0.0,24,0.0,0.0,0.0,0.0,0.0,65.0,64.991086,61.815,57.765074,0.0
0x7db209675792bbcf15a453b30877418a6f488ad9,B,-1.0,0.33999900000000005,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.027189,0.0,0.33999900000000005,0.0,0.0
0x7e252220c0604fd1d7d7a0c9369395715e6af579,B,-1.0,19.76,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,61.75,0.0,19.76,0.0,0.0
0x7e9c3555e1fbb13d9ed9bb87713803826c140669,A,0.03135252542372881,118.0,121.699598,0.0,11,0.0,0.0,0.0,0.0,0.0,130.0,129.999573,118.0,121.699598,0.0
0x7ec42afe3b076b3ffab6dd32a64cc03e5b76a2c6,A,-1.0,5.39,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.39,0.0,0.0
0x80d1a0d1a5a66ea002b8e1dbd381d90f61e2f6c4,B,0.007137584425302346,49.999969,50.34848,0.008368,2,50.968368,50.96,49.999969,50.34848,0.008368,0.0,0.0,0.0,0.0,0.0
0x80f77df34d66a15f36a832dae4c61d9316ca0d6f,A,-1.0,0.87,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.87,0.0,0.0
0x8164b38023e39e76ba038c12282da06a3d86847a,A,-1.0,0.259997,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.285711,0.0,0.259997,0.0,0.0
0x8168087128f0d67798ea1bf708d50e3bef7d9319,B,-0.0010027192131191365,193.32431,193.13046,0.0,10,193.85,193.85,193.32431,193.13046,0.0,0.0,0.0,0.0,0.0,0.0
0x8267694f07437124ea5a2e9e9cc1d3adf682918d,A,0.056043956043956046,45.5,48.05,0.0,2,0.0,0.0,0.0,0.0,0.0,50.0,50.0,45.5,48.05,0.0
0x827eb8222109da285fe7a94e2a8c6a5cd753dffd,A,-0.00043114598603087004,11.597,11.592,0.0,5,0.0,0.0,0.0,0.0,0.0,12.0,12.0,11.597,11.592,0.0
0x82ed61cfe9fdf4a1bd0894f55425c1e8690e75de,A,-0.00869277881964877,0.689998,0.684,0.0,2,0.0,0.0,0.0,0.0,0.0,0.766665,0.76,0.689998,0.684,0.0
0x8304ada4e1747a1d188d7233b5c047dfce42f086,A,0.22736842105263158,47.5,58.3,0.0,6,0.0,0.0,0.0,0.0,0.0,70.0,70.0,47.5,58.3,0.0
0x83fd618e2143619286a95c956815f0c10def495c,A,-0.026737967914438502,6.545,6.37,0.0,2,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.545,6.37,0.0
0x844a193f2d8688472cdeaa6c47f8f0dd4e62193b,A,-1.0,0.039998,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.041151,0.0,0.039998,0.0,0.0
0x846f10bb6a12acc6eda5ffe3b12288aa38e4750e,B,-1.0,261.78180000000003,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2404.47,0.0,261.78180000000003,0.0,0.0
0x849c6a7d8f6b114fb105d86aaeaf6faabf1efac4,B,1.7729316558677024,8.679999,24.0645,0.004544,2,39.454544,39.45,8.679999,24.0645,0.004544,0.0,0.0,0.0,0.0,0.0
0x84cdcb44555c6406b9c3f449347bf384af849a42,B,-0.002011780040235649,99.999998,99.7952,0.00362,2,100.60362,100.6,99.999998,99.7952,0.00362,0.0,0.0,0.0,0.0,0.0
0x851052d90778e14509ec5de4682f002806903908,B,-0.0010009193399632297,146.948904,146.79582,0.006,6,147.096,147.09,146.948904,146.79582,0.006,0.0,0.0,0.0,0.0,0.0
0x85204aca7b26c96c4c7b74c7c2c072ba164cb209,A,-0.0007388798581350672,6.767,6.762,0.0,3,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.767,6.762,0.0
0x8580faf786a9340d2b87787959f26fd79e760fcd,A,0.0,1946.4,1946.4,0.0,42,0.0,0.0,0.0,0.0,0.0,2016.0,2016.0,1946.4,1946.4,0.0
0x85b68b573dd7becfd38033111d3b91b131196042,B,-1.0,1010.7699989999999,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,49256.35476,0.0,1010.7699989999999,0.0,0.0
0x86263996e0481e5d18efdbda98cfbcd725c576d9,B,-0.36363636363636365,110.0,70.0,0.0,3,0.0,0.0,0.0,0.0,0.0,17500.0,10000.0,110.0,70.0,0.0
0x865d27f35567651937150fc77c7080091f71df77,B,-0.0015060712183532375,95.24118,95.09774,0.0,4,95.91,95.91,95.24118,95.09774,0.0,0.0,0.0,0.0,0.0,0.0
0x8660790e60198c134803364b6e9b581b7e8afb4c,A,0.0,556.32,556.32,0.0,12,0.0,0.0,0.0,0.0,0.0,576.0,576.0,556.32,556.32,0.0
0x86b33c054424fde6c46caeb962ed574f5c5728d5,A,-1.0,0.999999,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0989,0.0,0.999999,0.0,0.0
0x872a8e00b736745f6489888592b251824e9ec0e7,B,-1.0,199.949999,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,14481.712141,0.0,199.949999,0.0,0.0
0x8774da131b1de1e86a85834f3824bbb4424f48e5,A,-0.002068252326783868,9.67,9.65,0.0,2,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.67,9.65,0.0
0x8795bcb2fe129d1ea3e3d73bc13a3d8078047544,B,0.5161298274960233,17138.915439,9940.0,16044.820908,8,26044.820908,10000.0,17138.915439,9940.0,16044.820908,0.0,0.0,0.0,0.0,0.0
0x880b5905614787c6de8e7a25ea78b85ba8bd66b5,A,0.0,278.016,278.016,0.0,6,0.0,0.0,0.0,0.0,0.0,288.0,288.0,278.016,278.016,0.0
0x888b680062472901e8fe86d24c56808d1504123b,A,-1.0,1.189996,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.307688,0.0,1.189996,0.0,0.0
0x88a8396e73d65fc2915d2d05b34ab4f97cd5f598,A,0.0,1703.028,1703.028,0.0,38,0.0,0.0,0.0,0.0,0.0,1764.0,1764.0,1703.028,1703.028,0.0
0x89b1f35760bb766d04a546677e4a44b18330857e,B,0.0,3.0,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,500.0,500.0,3.0,3.0,0.0
0x8a18964f3b822c8ccd654a4b2f5201ec1ee94058,A,-0.4320029171946436,21.36299,12.1323,0.001816,14,0.181816,0.18,0.019998,0.018,0.001816,23.829761,13.63,21.342992,12.1143,0.0
0x8a7b303be8e889df63f556dd5be6473938086c17,B,-0.000902554920958634,370.14922,369.81514,0.0,18,372.21,372.21,370.14922,369.81514,0.0,0.0,0.0,0.0,0.0,0.0
0x8afa7d5e0f289b85b2bc89dd5ef6be39fc5b1265,A,-1.0,19.3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.3,0.0,0.0
0x8b3fbfc96444dc034b0342e3b377baaa3a4f164d,A,-1.0,9.999999,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,11.235954,0.0,9.999999,0.0,0.0
0x8cac8b80cb5a30b0511d5076bfd49ad6fec1a334,B,-1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,142.857141,0.0,1.0,0.0,0.0
0x8d08eb035db5dff871afdc570a342eb2146e0080,B,-1.0,446.754679,0.0,0.0,53,0.0,0.0,0.0,0.0,0.0,51525.463218,0.0,446.754679,0.0,0.0
0x8de426b20d51ca0c40a2fafe2ec4065ada0cb516,A,-0.31628797692327953,101.185955,69.1761,0.005954,5,988.235954,988.23,101.185955,69.1761,0.005954,0.0,0.0,0.0,0.0,0.0
0x8f6feee57c92df85c007c9832d8e5bcbfab18e3d,A,-1.0,0.689996,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.802321,0.0,0.689996,0.0,0.0
0x9126e8552a45c1c1c97f482c5b522fa6b0aef194,A,-0.0037188293968194223,10.627,10.58748,0.0,4,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.627,10.58748,0.0
0x91784d82fbe4543459ee85fc9809be185d70a2b2,A,-0.10293957034362322,135.492182,121.5399,0.004775,18,684.814775,684.81,135.492182,121.5399,0.004775,0.0,0.0,0.0,0.0,0.0
0x91bb108bf66266c2f9063ef39ec45ebe33dbb6e9,B,-0.001001001001001001,95.904,95.808,0.0,4,96.0,96.0,95.904,95.808,0.0,0.0,0.0,0.0,0.0,0.0
0x91f0582cc18a97d08e99f87d390626c2b41923bb,A,-0.006309801261960218,9.999998,9.9369,0.0,2,0.0,0.0,0.0,0.0,0.0,10.869564,10.86,9.999998,9.9369,0.0
0x93a590ac84ed62dea6bf8898de971f8e1787acbc,B,-0.2903465077794249,1217.635,864.09893,0.0,14,0.0,0.0,0.0,0.0,0.0,36315.0,36315.0,1217.635,864.09893,0.0
0x941137789d1aada8b0308d0674cce93cbadcb840,A,0.0,1483.104,1483.104,0.0,32,0.0,0.0,0.0,0.0,0.0,1536.0,1536.0,1483.104,1483.104,0.0
0x94565e5bfee4569506ad8dbc9000021786cdc9d8,A,-0.005291005291005291,59.535,59.22,0.0,2,0.0,0.0,0.0,0.0,0.0,63.0,63.0,59.535,59.22,0.0
0x95564bdc296f686daecf6ded78eb6e836abf316d,A,-0.6071428571428571,4.2,1.65,0.0,2,15.0,15.0,4.2,1.65,0.0,0.0,0.0,0.0,0.0,0.0
0x95d2c1964964f958dc7af4f4f6aef152fcd95cd1,B,-0.001011070561067738,87.66945,87.58081,0.0,4,88.11,88.11,87.66945,87.58081,0.0,0.0,0.0,0.0,0.0,0.0
0x961379dfe77f6e6b33832125ae9edbc4ffe4782e,A,0.0,834.336,834.336,0.0,18,0.0,0.0,0.0,0.0,0.0,864.0,864.0,834.336,834.336,0.0
0x96d6fb51c849e8c42548dbd755b77686ded13e1f,A,0.0,1444.024,1444.024,0.0,32,0.0,0.0,0.0,0.0,0.0,1496.0,1496.0,1444.024,1444.024,0.0
0x9834d996d918c77232784ae0d9c5d0912490c07c,A,-1.0,2.999999,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4.054053,0.0,2.999999,0.0,0.0
0x98beeac28f65ede65c57df44fd593cc1de3eedbc,B,-0.000995999999999936,0.9999999999999999,0.997,0.002004,2,1.002004,1.0,0.9999999999999999,0.997,0.002004,0.0,0.0,0.0,0.0,0.0
0x98e48d46e30751d65421d37ee7c04fdba765dd50,B,0.06576813113220784,30.089999,32.06016,0.008802,2,58.088802,58.08,30.089999,32.06016,0.008802,0.0,0.0,0.0,0.0,0.0
0x991b38903b4a9011f9a73863d3b5723037f31e82,A,0.0,1463.804,1463.804,0.0,32,0.0,0.0,0.0,0.0,0.0,1516.0,1516.0,1463.804,1463.804,0.0
0x99231a92691082ea93065c5c8569ceb30665e925,B,0.0015128593040847202,198.3,198.6,0.0,3,200.0,200.0,198.3,198.6,0.0,0.0,0.0,0.0,0.0,0.0
0x9923426a5bb4350e1d9c03d90f3f4ba27c1a8da4,B,0.0010075584252976786,27.919969,27.9396,0.0085,2,28.0885,28.08,27.919969,27.9396,0.0085,0.0,0.0,0.0,0.0,0.0
0x99356e3ed448b544428ba2bf53317bd2239a9b3a,A,0.0,1629.976,1629.976,0.0,36,0.0,0.0,0.0,0.0,0.0,1688.0,1688.0,1629.976,1629.976,0.0
0x99a18b3de03fc7bf03bfbfb13f827ef6d018b0c3,A,1.7188981572540663,67.130741,182.51283,0.008818,49,1973.658818,1973.65,67.130741,182.51283,0.008818,0.0,0.0,0.0,0.0,0.0
0x99c06b043150f505a620ab2f9c0f9fadf7477e81,A,0.1446052066926502,423.71197,434.419199,50.563728,13,575.245393,524.681665,303.711971,335.139199,50.563728,1119.047618,1119.04,119.999999,99.28,0.0
0x99d44e0df89310da31a2b065adef516abc6bbbee,B,-1.0,1.3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.3,0.0,0.0
0x9a81a4e09d801bf05fb820fd2a2473d7d375147a,B,0.4581081026810677,294.819996,0.0,429.879425,2,429.879425,0.0,294.819996,0.0,429.879425,0.0,0.0,0.0,0.0,0.0
0x9a840f6062800ebe310e83d1d19b9ba5cc8172b7,B,-1.0,1.0000000000000002,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,111.11111,0.0,1.0000000000000002,0.0,0.0
0x9c98846087fafece3ebb83e90a8838f18206eef4,A,0.08857949793437331,58.271904,63.4336,0.0,4,0.0,0.0,0.0,0.0,0.0,73.761903,73.76,58.271904,63.4336,0.0
0x9ca174b31146f9c2cfc314676b2e203087de3378,A,0.1312219070230623,286.041019,323.575867,0.0,10,212.46,212.46,114.09102,209.48556,0.0,246.839057,246.829681,171.949999,114.090307,0.0
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,A,-0.043361457931545416,20678.756568,2494.60826,17287.487275,131,17287.487275,0.0,1813.704658,0.0,17287.487275,22441.730901,5154.24,18865.051910000002,2494.60826,0.0
0x9f0df3303c52321902fcd9f6b6145b5d9164da48,B,0.15896920601592682,139.966397,162.21402,0.002724,9,262.932724,262.93,137.006397,159.74737,0.002724,493.333332,493.33,2.96,2.46665,0.0
0x9f69dd74cfacb801cdddd9c8bad6a8eff32ed8f6,B,-0.000999000999000999,4.999995,4.99,0.005,2,5.005,5.0,4.999995,4.99,0.005,0.0,0.0,0.0,0.0,0.0
0xa0273cdcab2b22667af0b971cd98432bd271ca1f,B,-1.0,49.979999,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3863.846152,0.0,49.979999,0.0,0.0
0xa074d2ead6799dc4100c94cadcbcd387d0ed0f93,A,-1.0,17.62,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.62,0.0,0.0
0xa102b434ce441a3119e146f75ed6276ee1a836d9,B,0.01010924860203302,263720.160019,54569.91,211816.262678,62,266826.262678,55010.0,263720.160019,54569.91,211816.262678,0.0,0.0,0.0,0.0,0.0
0xa22ac6c6a8f48d3f9113ff60cf27ec54b63038eb,A,-1.94336641590762e-05,2058.284,2058.244,0.0,46,0.0,0.0,0.0,0.0,0.0,2132.0,2132.0,2058.284,2058.244,0.0
0xa2b6629d4bd4401f06f0bd2ebdad359018ff6e50,B,0.00037552390666358097,1598.09,1598.675788,0.014333,16,1612.1875,1612.173167,1598.09,1598.675788,0.014333,0.0,0.0,0.0,0.0,0.0
0xa34ac88effbb678891e2708c5caa280b8edb97cf,B,0.23997806023895263,2.51598,3.11976,0.0,3,0.0,0.0,0.0,0.0,0.0,445.68,445.68,2.51598,3.11976,0.0
0xa3b248c2c9d4a2f64745d261410fd1db55f14e48,B,3.4568126479760237,112.821909,502.82409,0.002021,10,4.382021,4.38,2.822022,2.8251,0.002021,4999.994863,4999.9899,109.999887,499.99899,0.0
0xa3e22cd32aa9238ef7dbcfb4761e33b9eaa1fdf8,A,-0.007776825165450293,4887.817868,4344.109872,505.696291,248,4821.69151,4315.995219,2352.036665,2260.204369,505.696291,4595.15762,3997.476537,2535.781203,2083.905503,0.0
0xa3ef543b70008b7fa19e88413d0df1596bb0fe09,A,0.0,6.762,6.762,0.0,2,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.762,6.762,0.0
0xa4374cd725e910b1ba67e580c6ead69bfc023422,B,-0.5914706449933308,47.787998,19.5228,0.0,8,0.0,0.0,0.0,0.0,0.0,2304.86035,38.28,47.787998,19.5228,0.0
0xa45fa670f03e6dfd761f5ec26470797705b84c9b,A,-0.01817289248084065,0.21999799999999997,0.216,0.0,2,0.0,0.0,0.0,0.0,0.0,0.244443,0.24,0.21999799999999997,0.216,0.0
0xa472be8e2b0b8045b432c16658a52c7cb433c28e,A,-1.0,13.199985999999999,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,14.147895,0.0,13.199985999999999,0.0,0.0
0xa4e1647cad701d2347ecb894e276772c0e828c59,A,0.0,1498.352,1498.352,0.0,34,0.0,0.0,0.0,0.0,0.0,1552.0,1552.0,1498.352,1498.352,0.0
0xa519e8bc680603d433c5ce5c9235cd563552b61a,B,-0.002002002002002002,39.41055,39.33165,0.0,2,39.45,39.45,39.41055,39.33165,0.0,0.0,0.0,0.0,0.0,0.0
0xa5546c9986aaed594fb1856e54f14f53ea10ab62,B,0.7426086956521739,14.375,25.05,0.0,2,50.0,50.0,14.375,25.05,0.0,0.0,0.0,0.0,0.0,0.0
0xa6c77708aeb33c24adb53c83f78895bf7555366e,A,2.8461633846535386,0.249999,0.0,0.961537,1,0.961537,0.0,0.249999,0.0,0.961537,0.0,0.0,0.0,0.0,0.0
0xa79ad56ce146d93e8b33a0169a608461b8b17b55,A,-0.002068252326783868,10.637,10.615,0.0,2,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.637,10.615,0.0
0xa7bf1c5bc4d145e0662ada2a4ca5f29850f42e7e,A,-0.4985692970386043,567.875039,284.7466,0.00338,4,198.27338,198.27,137.789999,142.7544,0.00338,451.77,451.77,430.08504,141.9922,0.0
0xa893dfc3eb7ff8294ca3d56291873cf2f63faaf9,B,-0.001006036217303823,865.26706,864.39657,0.0,4,870.49,870.49,865.26706,864.39657,0.0,0.0,0.0,0.0,0.0,0.0
